city,hotel_name,score,url,longitude_x,latitude_x,description,id_city,latitude_y,longitude_y,Average probability of precipitation,average cloud percentage,average daily temperatures
St Malo,"The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)",8.3,https://www.booking.com/hotel/fr/dulouvresaintmalo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=254&from=searchresults#hotelTmpl,-2.02491224,48.64880649,"Located within the walled city at the heart of Saint-Malo, The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)  offers modern rooms with a flat-screen TV and free WiFi. It provides a ticket service at the 24-hour reception. Renovated in 2019, the soundproofed guest rooms feature extra long beds and interconnecting rooms are available. Each room has a private bathroom with a hairdryer and free toiletries. All rooms are serviced by a lift. A buffet breakfast is served every morning in the dining room at Hôtel des Marins. Guests can enjoy a drink in the bar while reading the newspapers provided. Many shops, restaurants and historic landmarks can be found in the neighbourhood. The harbour is just a 2-minute walk from the hotel and the beach is 200 m away. Guests can have special daily rates for the hotel's car park.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 9.5 for a two-person trip.    The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel) has been welcoming Booking.com guests since 27 Nov 2004.  Hotel chain/brand: The Originals Boutique ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,T2 Confort Sillon St Malo,8.2,https://www.booking.com/hotel/fr/t2-duplex-cosy-courtoisville-proche-sillon-st-malo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=597&from=searchresults#hotelTmpl,-1.9972207,48.6531434,"You're eligible for a Genius discount at T2 Confort Sillon St Malo! To save at this property, all you have to do is sign in. Offering free WiFi and garden views, T2 Confort Sillon St Malo is an accommodation situated in Saint Malo, just 700 m from Sillon Beach and 1.4 km from Rochebonne Beach. The property, housed in a building dating from 1967, is 2 km from Eventail Beach and 1.8 km from Palais du Grand Large. The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a microwave and a fridge, a washing machine, and 2 bathrooms with a bath. Towels and bed linen are available. Casino Barrière Saint-Malo is 1.9 km from the apartment, while National Fort is 2.3 km from the property. The nearest airport is Dinard–Pleurtuit–Saint-Malo Airport, 13 km from T2 Confort Sillon St Malo.   Couples particularly like the location — they rated it 8.3 for a two-person trip.    T2 Confort Sillon St Malo has been welcoming Booking.com guests since 8 Jun 2019.    Distance in property description is calculated using © OpenStreetMap ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hôtel Gambetta,8.2,https://www.booking.com/hotel/fr/ha-tel-gambetta.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=509&from=searchresults#hotelTmpl,-1.9937852,48.65559303,"You're eligible for a Genius discount at Hôtel Gambetta! To save at this property, all you have to do is sign in. Located a 5-minute walk from Saint-Malo Beach, this hotel offers guest rooms with free Wi-Fi access. It has a garden and a bar with terrace. All guest rooms include a telephone. Each room has a simple décor and all rooms have a private shower with amenities. Tea and coffee making facilities are available on request. A buffet breakfast is served every morning at Hotel Gambetta. Guests can enjoy a drink at the bar or on the terrace. Saint Malo Train Station is a 15-minute walk from Gambetta hotel and the historic district is a 20-minute walk away.   Couples particularly like the location — they rated it 8.6 for a two-person trip.    Hôtel Gambetta has been welcoming Booking.com guests since 5 Jul 2011.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hôtel de la Gare,8.2,https://www.booking.com/hotel/fr/de-la-gare-saint-malo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=770&from=searchresults#hotelTmpl,-2.009096,48.646646,"Situated within 1.4 km of Palais du Grand Large and 1.4 km of Casino Barrière Saint-Malo, Hôtel de la Gare features rooms in Saint Malo. Among the facilities at this property are a 24-hour front desk and luggage storage space, along with free WiFi throughout the property. National Fort is 1.9 km away and Grand Bé is 1.9 km from the hotel. At the hotel, the rooms include a wardrobe. Popular points of interest near Hôtel de la Gare include Sillon Beach, Eventail Beach and Bas-Sablons Beach. The nearest airport is Dinard–Pleurtuit–Saint-Malo Airport, 12 km from the accommodation.   Couples particularly like the location — they rated it 8.8 for a two-person trip.    Hôtel de la Gare has been welcoming Booking.com guests since 26 Feb 2018.    Distance in property description is calculated using © OpenStreetMap ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Ambassadeurs Logis Hotel,8.1,https://www.booking.com/hotel/fr/ambassadeurs.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=22&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,-2.00773448,48.65473054,"You're eligible for a Genius discount at Ambassadeurs Logis Hotel! To save at this property, all you have to do is sign in. Located on the seafront in Saint-Malo, the Ambassadeurs Logis Hotel is 1.5 km from the town centre and the TGV train station. It offers direct access to the beach and a 100 m² rooftop bar terrace with a panoramic sea view. All rooms are serviced by a lift and equipped with a TV and a private bathroom. Some guest rooms also have a private balcony that overlooks the sea. Ambassadeurs Logis Hotel has a bar and free Wi-Fi is available throughout the property. There is also an on-site crêperie, which serves a variety of home-made dishes. Guests can discover Brittany’s Emerald Coast and the Ambassadeurs is just a 10-minute walk from the Thermes Marins Spa. Free public parking is possible nearby and private parking is available, upon reservation when booking.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 9.4 for a two-person trip.    Ambassadeurs Logis Hotel has been welcoming Booking.com guests since 25 Jun 2008.  Hotel chain/brand: Logis Hôtels ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Logis Hôtel la Grassinais Saint-Malo,8.1,https://www.booking.com/hotel/fr/arcantis-la-grassinais.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=1836&from=searchresults#hotelTmpl,-1.98798195,48.6241745,La Grassinais is a 10-minute drive from Saint-Malo’s beaches and the walled city of Intra Muros. It offers free Wi-Fi and rooms with a private bathroom and satellite TV. A breakfast buffet is served daily. Meeting rooms are available onsite. Free private parking is available at La Grassinais and guests can easily explore Brittany’s Côte d'Émeraude. The seaside town of Dinard is just a 20-minute drive away.    Logis Hôtel la Grassinais Saint-Malo has been welcoming Booking.com guests since 22 Aug 2007.  Hotel chain/brand: Logis Hôtels ,2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hotel Ar Terra Nova,8.0,https://www.booking.com/hotel/fr/ar-terra-nova.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=428&from=searchresults#hotelTmpl,-2.0141844,48.6364051,"Hotel Ar Terra Nova is situated in Saint Malo, 500 m from Les Bas Sablons Beach and 1.2 km from Saint-Malo Old Town. Every room comes with a flat-screen TV. All rooms include a private bathroom. Hotel Ar Terra Nova features free WiFi throughout the property. Solidor Tower is 900 m from Hotel Ar Terra Nova, while Ferry Terminal du Naye is 1.2 km away. The nearest airport is Dinard Brittany Airport, 7 km from Hotel Ar Terra Nova.   Couples particularly like the location — they rated it 8.5 for a two-person trip.    Hotel Ar Terra Nova has been welcoming Booking.com guests since 28 Apr 2017.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hotel La Cote d'Emeraude,8.0,https://www.booking.com/hotel/fr/la-cote-d-39-emeraude.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=113&from=searchresults#hotelTmpl,-2.0023968,48.65609235,"You're eligible for a Genius discount at Hotel La Cote d'Emeraude! To save at this property, all you have to do is sign in. Located just 150 m from the beach in Saint-Malo, Hotel La Cote d’Emeraude offers free WiFi access throughout and an on-site bar. The train station is only a 10-minute walk away. All rooms feature a flat-screen TV, wardrobe and heating. Each room has a private bathroom that includes a bath and free toiletries. In July and August, a continental breakfast is available each morning at Hotel La Cote d’Emeraude. From September to June, it is served from Tuesday to Saturday. Restaurants can be reached within walking distance of the hotel. Saint-Malo Port is 2 km away and Espace Duguay Trouin Convention Centre is 1.1 km from the property. Naye Ferry Terminal is 2.4 km away.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 8.9 for a two-person trip.    Hotel La Cote d'Emeraude has been welcoming Booking.com guests since 3 Dec 2014.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Escale Oceania Saint Malo,8.0,https://www.booking.com/hotel/fr/mascottesaintmalo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=19&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,-2.00883776,48.65428009,"You're eligible for a Genius discount at Escale Oceania Saint Malo! To save at this property, all you have to do is sign in. Escale Oceania Saint-Malo is located on the seafront, facing the Sillon Beach and a 14-minute walk from Saint-Malo Train Station. It offers modern rooms, a sunny outdoor terrace and 24 hour-a-day food service. Guest rooms feature a flat-screen TV and some of them offer a sea view. Free Wi-Fi internet access is provided. Free of charge guests have at their disposal a PC with internet access and a printer. Bikes can be rented on site. Breakfast is served every morning, and evening meals can be enjoyed at the hotel. Snacks are available throughout the day and packed lunches for picnics are also available.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 8.9 for a two-person trip.    Escale Oceania Saint Malo has been welcoming Booking.com guests since 19 Oct 2005.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hotel Aubade,7.9,https://www.booking.com/hotel/fr/aubade.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=133&from=searchresults#hotelTmpl,-2.01142341,48.65224772,"You're eligible for a Genius discount at Hotel Aubade! To save at this property, all you have to do is sign in. The Aubade is a boutique hotel with free Wi-Fi in the centre of Saint-Malo, close to the Old Town and the beach and 1 km from Saint-Malo Marina and Saint-Malo Train Station. Free WiFi is available. Guest rooms are comfortable and elegant. They offer all modern, high-tech amenities, including a flat-screen TV with satellite channels, en suite facilities and a work desk. A full buffet breakfast is served daily and there is also a comfortable hotel bar and a library. The Aubade is located at the crossroads of Place Duguesclin and Quai Duguay Trouin, and close to the Casino.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 8.7 for a two-person trip.    Hotel Aubade has been welcoming Booking.com guests since 12 Dec 2006.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hôtel Restaurant Le Cocktail Bar,7.9,https://www.booking.com/hotel/fr/le-cocktail-bar.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=784&from=searchresults#hotelTmpl,-2.00691998,48.63292631,"Hôtel Le Cocktail Bar is situated in central Saint-Malo, just 2 km from the Train Station and 2.5 km from the beach. Guests are invited to enjoy a drink at the bar or on the terrace during warm weather. The guest rooms at Hôtel Le Cocktail Bar are simply decorated and include a flat-screen TV and free Wi-Fi. Some rooms are en suite whilst others have shared bathroom facilities. Local specialities and traditional cuisine can be enjoyed in the hotel’s on-site restaurant and a continental breakfast is served every morning. The hotel is 2.7 km from Saint-Malo Cathedral and a 15-minute drive from the centre of Dinard. Cancale is 14 km away and Mont Saint-Michel is reached by car in 45 minutes.    Hôtel Restaurant Le Cocktail Bar has been welcoming Booking.com guests since 18 Oct 2012.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hôtel de France et Chateaubriand,7.8,https://www.booking.com/hotel/fr/de-france-et-chateaubriand.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=56&from=searchresults#hotelTmpl,-2.02379644,48.6511934,"You're eligible for a Genius discount at Hôtel de France et Chateaubriand! To save at this property, all you have to do is sign in. The Hotel de France and Chateaubriand is located in the heart of the historic city of Saint Malo, 210 m from Saint-Malo Marina. It offers breathtaking views over the sea and le sillon. The Hotel de France and Chateaubriand offer comfortable rooms with a refined decoration. The restaurant serves many traditional seafood and regional specialties. Its unique façade to Saint Malo, and the presence of the birthplace of Chateaubriand make the building to be classified a historical monument.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 9.5 for a two-person trip.    Hôtel de France et Chateaubriand has been welcoming Booking.com guests since 10 Dec 2009.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,ibis Styles Saint Malo Port,7.8,https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=487&from=searchresults#hotelTmpl,-2.01236531,48.63962614,"Offering a snack bar and free WiFi, ibis Styles Saint Malo Port is located in Saint Malo, less than a 10-minute walk from the sandy beaches and 1 km from Saint-Malo Train Station. Emerald Coast is located 2 km from the property. Each of the contemporary rooms features a flat-screen TV with satellite channels and a wardrobe. They all have a private bathroom complete with a hairdryer. At ibis Styles Saint Malo Port you will find a 24-hour front desk and a bar. Other facilities offered at the property include luggage storage and a private parking with a supplement. The hotel is only 1 km from the Ferry Terminal du Naye and close to the pier, providing access to the Channel Islands. It is also a 5-minute walk from the Olympic swimming pool of Saint Malo. Rennes Airport is 67 km away and the famous Mont Saint-Michel is less than an hour away by car. Dinard is 10 km away.    ibis Styles Saint Malo Port has been welcoming Booking.com guests since 18 Jul 2014.  Hotel chain/brand: ibis Styles ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Ker Annick,7.8,https://www.booking.com/hotel/fr/ker-annick.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=729&from=searchresults#hotelTmpl,-2.008805,48.647138,"Situated in Saint Malo, within 1 km of Sillon Beach and 1.5 km of Eventail Beach, Ker Annick features accommodation with a bar and free WiFi throughout the property. All rooms boast a flat-screen TV with satellite channels and a private bathroom. The hotel has family rooms. At the hotel, rooms have a wardrobe. Popular points of interest near Ker Annick include Bas-Sablons Beach, Palais du Grand Large and Casino Barrière Saint-Malo. The nearest airport is Dinard–Pleurtuit–Saint-Malo Airport, 12 km from the accommodation.   Couples particularly like the location — they rated it 8.6 for a two-person trip.    Ker Annick has been welcoming Booking.com guests since 5 Dec 2017.    Distance in property description is calculated using © OpenStreetMap ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Brit Hotel Le Surcouf,7.7,https://www.booking.com/hotel/fr/le-surcouf.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=287&from=searchresults#hotelTmpl,-1.99437261,48.65773512,"Located in the peaceful Courtoisville district, 150 m from the beach and 5 minutes from the thermal baths, the Brit Hotel offers charming rooms equipped with free Wi-Fi internet access. The en suite rooms at the Brit Hotel Le Surcouf are 100% non-smoking. They are bright and modern, and decorated in purple, beige or orange. Each floor has its own colour theme. Enjoy a delicious continental breakfast at the Brit Hotel Le Surcouf before setting off to explore Saint-Malo. For sports-enthusiasts, there is a surf school nearby.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 8.3 for a two-person trip.    Brit Hotel Le Surcouf has been welcoming Booking.com guests since 6 Mar 2006.  Hotel chain/brand: Brit Hotel ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,ibis Saint-Malo Madeleine,7.7,https://www.booking.com/hotel/fr/ibis-saint-malo-madeleine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=1663&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,-1.99032784,48.62597716,"The ibis Saint-Malo Madeleine offers free Wi-Fi, free on-site parking and a large outdoor terrace with a covered seating area and heaters. It is located a 10-minute drive from the centre of Saint-Malo and a 10-minute walk from the town's aquarium. Guest rooms are equipped with air conditioning and a flat-screen TV with international channels. Each room offers en suite bathroom facilities. A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. The bar provides a comfortable place to relax and offers a 24-hour snack service. The ibis Saint-Malo Madeleine also has a business corner, a lounge area and a 24-hour snack bar. Saint-Malo Beach and the historic centre offering Saint Malo Castle and Chateaubriand’s grave are a 10-minute drive from the hotel.    ibis Saint-Malo Madeleine has been welcoming Booking.com guests since 10 Apr 2008.  Hotel chain/brand: ibis ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hotel d'Aleth,7.7,https://www.booking.com/hotel/fr/d-aleth.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=37&from=searchresults#hotelTmpl,-2.02171236,48.63593081,"Set opposite Les Bas Sablons Port, this hotel is just a 1.9 km from Saint-Malo’s Old Town. You can relax on the nautical-style bar’s terrace and enjoy the views of the town and sea. The rooms at Hotel d'Aleth are decorated in a contemporary style and include an LCD TV. Each one also provides an en suite bathroom, while some feature a private balcony with sea views. A continental breakfast is served every morning from 08:00 to 10:00 on the veranda facing the marina or in the breakfast room. The hotel is located on the upper floor of a bar which offers DJ sets on Friday Saturday nights until 03:00.   Couples particularly like the location — they rated it 9.1 for a two-person trip.    Hotel d'Aleth has been welcoming Booking.com guests since 16 Mar 2012.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Le Port Malo,7.7,https://www.booking.com/hotel/fr/le-port-malo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=70&from=searchresults#hotelTmpl,-2.02474326,48.65090634,"Set in the heart of the historic center of Saint Malo, this hotel offers soundproofed rooms with TV and a private bathroom. It is just 100 m from the Eventail Beach and next to an artisanal brewery, where the owners brew their own beer. A continental breakfast is served every morning at Le Port Malo. Guests can relax with a drink at the pub-style bar or on the small terrace. Many restaurants are located in the area. Saint-Malo Marina is 350 m from the property. Local activities include water sports and the Casino, 400 m away. Guests can also visit Saint-Vincent Cathedral, just a few metres away. The Islands of Jersey and Guernesey are easily accessible via the ferry port, 1.5 km away.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 9.0 for a two-person trip.    Le Port Malo has been welcoming Booking.com guests since 5 Apr 2011.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,"Saint Malo, La Crolante, Maison à 100m de la plage",7.6,https://www.booking.com/hotel/fr/saint-malo-la-crolante-maison-a-100m-de-la-plage.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=27&from=searchresults#hotelTmpl,-1.98155165,48.67598006,"Saint Malo, La Crolante, Maison à 100 m de la plage is a beachfront property located in Saint Malo, 200 m from Pont Beach and 600 m from Minihic Beach. The property has sea views and is 1.2 km from Val Beach and 1.8 km from Rochebonne Beach. The holiday home features 2 bedrooms, a TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 4 bathrooms with a shower. Towels and bed linen are featured in this accommodation. Palais du Grand Large is 4.4 km from the holiday home, while Casino Barrière Saint-Malo is 4.4 km away. The nearest airport is Dinard–Pleurtuit–Saint-Malo Airport, 17 km from Saint Malo, La Crolante, Maison à 100 m de la plage.    Saint Malo, La Crolante, Maison à 100m de la plage has been welcoming Booking.com guests since 26 Jun 2018.    Distance in property description is calculated using © OpenStreetMap ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Chambres d'Hôtes du Manoir du Haut Salmon,7.6,https://www.booking.com/hotel/fr/manoir-du-haut-salmon.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&from=searchresults#hotelTmpl,-1.95942342,48.63320639,"You're eligible for a Genius discount at Chambres d'Hôtes du Manoir du Haut Salmon! To save at this property, all you have to do is sign in. Situated just a 10-minute drive from the beaches of Saint-Malo and the English Channel, this B&B is set in a 8-hectare park with a pond in a restored 16th century mansion. It offers fishing facilities, free Wi-Fi, a garden and a terrace. The guest rooms at Chambres d’Hôtes du Manoir du Haut Salmon are equipped with a flat-screen TV and a minibar. They have exposed stone walls and include a bathroom with a shower and a hairdryer. A continental breakfast can be enjoyed every morning and guests have access to barbecue facilities in the garden. Upon request the host can bring guests on fishing trips on the pond by the B&B. Free private parking is available on site and Saint-Malo Train Station is 5.5 km away. The B&B is 11 km from Dinard and 14 km from Dinard-Pleurtuit-Saint-Malo Airport. Sea fishing excursions with the owner and babysitting service are available with an extra cost.   Couples particularly like the location — they rated it 8.5 for a two-person trip.    Chambres d'Hôtes du Manoir du Haut Salmon has been welcoming Booking.com guests since 6 Aug 2012.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,La Rotonde,7.5,https://www.booking.com/hotel/fr/la-rotonde-st-malo.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id&srpvid=f713458ac3450159&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=141&from=searchresults#hotelTmpl,-1.98893577,48.6625133,"You're eligible for a Genius discount at La Rotonde! To save at this property, all you have to do is sign in. This hotel is located in the seaside resort of Saint-Malo, 50 m from the beach. Free Wi-Fi access and a TV are provided in the non-smoking guest rooms. Each guest room has a contemporary décor and the en suite bathrooms are fitted with a shower. A breakfast buffet is served every morning in the restaurant.  Guests can enjoy a drink in the bar at La Rotonde. Free public parking is possible nearby and the hotel is just 2 km from Saint-Malo Train Station. Dinard-Pleurtuit Airport is 8 km from the hotel and the famous Mont St-Michel is a 50-minute drive away.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 8.3 for a two-person trip.    La Rotonde has been welcoming Booking.com guests since 6 Apr 2011.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Résidence Néméa Le Domaine des Mauriers,7.5,https://www.booking.com/hotel/fr/le-domaine-des-mauriers.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&nflt=ht_id&srpvid=6dc9458a85ee0571&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=2590&from=searchresults#hotelTmpl,-1.97798415,48.62802437,"Résidence Nemea Le Domaine des Mauriers offers self-catering accommodation located a 10-minute drive from the centre of Saint-Malo. Guests have access to an indoor and an outdoor, heated swimming pool, a sauna and a fitness centre. Each apartment includes a living room with a lounge area, a dining table and an equipped kitchenette. Apartments all have a private terrace or balcony. A kid's club is available for children between 4 and 12 years old in July and August. Free private parking is possible on site. You will find shops and restaurants just 50 m from the property, and the beach is at 4 km.    Résidence Néméa Le Domaine des Mauriers has been welcoming Booking.com guests since 17 May 2013.  Hotel chain/brand: Néméa Mer ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
St Malo,Hotel Elizabeth,7.5,https://www.booking.com/hotel/fr/elizabeth.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&nflt=ht_id&srpvid=2382458a3b3c0033&srepoch=1665309206&from_beach_sr=1&beach_sr_walking_distance=325&from=searchresults#hotelTmpl,-2.02431947,48.64764755,"Hotel Elizabeth, situated in the historic Ship Owners district inside the walls of Saint-Malo offers an atmosphere of yesterday with the modern comforts of today. Saint-Malo Marina is 180 m away. Guestrooms are distributed among 2 buildings, Les Armateurs, which includes the superior rooms and Les Skippers, 50 m away, with the standard rooms. The former was built in the early 17th century and the latter is a more modern building. All rooms are comfortable and equipped with modern en suite facilities. Free Wi-Fi internet in the entire property. In the stone-walled cellar, enjoy your breakfast under 400 year old exposed wooden beams. In the vicinity of Hotel Elizabeth you will find the 18th-century House of Pirates, Saint Servan, the city of Aleth, and the museum of Cap Horniers. You can also enjoy a walk on the ramparts and the beach of Sillon.   This is our guests' favourite part of Saint Malo, according to independent reviews.   Couples particularly like the location — they rated it 9.3 for a two-person trip.    Hotel Elizabeth has been welcoming Booking.com guests since 4 Dec 2007.  ",2,48.649518,-2.0260409,0.526875,69.0,16.24625
